user,user_profile,date_review,title,rating,type_visit,num_contributions,review,review_cleaned,year,month
Fabienne V,907fabiennev,2016-04-25,Une grande maison!,5.0,couples,84,"Je ne vous parlerai pas du rapport qualité prix que je ne connais pas  ( repas offert pour des anniversaires ) . Mais que dire de la qualité de l'accueil, des serveurs aux petits soins et discrets, de la cuisine!  7 plats dégustés!  Un seul bemol sur le riz de veau pour lequel nous n'avons pas forcément compris les alliances sauf dans une assiette où il y avait plus de citron qui apportait la réponse!  
Aperitif, mise en bouche, mignardises, sucreries... rien n'est oublié.  
Un très grand moment  ",parlerai rapport qualité prix connais repas offert anniversaires dire qualité laccueil serveurs petits soins discrets cuisine plat dégustés seul bemol riz veau lequel navons forcément compris alliance sauf assiette plus citron apportait réponse aperitif mise bouche mignardises sucreries rien nest oublié très grand moment,2016,4
Jean Paul H,171jeanpaulh,2016-04-25,"un execellent établissement, dépositaire de la méoire gastronomiqe lyonnaise. Service attentionné, cadre agréable",5.0,none,396,"Sis aux bas des pentes de la Croix-Rousse, cet établissement de grande qualité offre une cuisine bien dans la tradition de sa fondatrice, la Mère Brazier, avec un service attentionné .",pentes croixrousse cet établissement grande qualité offre cuisine bien tradition fondatrice mère brazier service attentionné,2016,4
Trutinedhermes,Trutinedhermes,2016-04-23,Une institution,5.0,family,118,"Cela faisait plus de 15 ans que je n'étais pas revenue dans ce haut lieu de la gastronomie lyonnaise. 
Un lieu chargé d'histoire, des salons privatifs, au pied de la Croix Rousse ..
Une cuisine de haut vol, service parfait .. un grand moment !
Merci Monsieur Viannay.",cela faisait plus nétais revenue haut lieu gastronomie lyonnaise lieu chargé dhistoire salon privatifs pied croix rousse cuisine haut vol service parfait grand moment merci monsieur viannay,2016,4
Alexis L,893alexisl,2016-04-23,Incontournable !!,5.0,family,1,"L'un des meilleurs diner que j'ai pu avoir.
Fin et original, brillant.
Une table à ne pas rater dans un cadre mythique.",lun meilleurs diner jai avoir fin original brillant table rater cadre mythique,2016,4
Expatpgd,JujuB1810,2016-04-22,Merci Mr Viannay,5.0,family,7,"Connaissant du monde chez la mère Brazier nous avons été accueilli comme des rois. Nous avons été mis dans une salle séparée car nous avions un bébé avec nous. La salle étant adjacente à la cuisine, Me Viannay venait souvent nous voir et discuter avec nous quand il avait le temps. 
Le repas était excellent et le service aussi. J'y retournerai avec plaisir ! 
Bon appétit et large soif. ",connaissant monde chez mère brazier avon accueilli comme roi avon salle séparée car bébé salle adjacente cuisine viannay venait souvent voir discuter quand temp repas excellent service aussi retournerai plaisir bon appétit large soif,2016,4
Benoit B,benoitb733,2016-04-20,Repas avec papa,5.0,none,31,"Super restaurant, nous avons pris, mon père et moi, le menu Classique en 2 plats.
Les assiettes sont généreuses et raffinées , tout est super bon!!
Le service a été impeccable, de plus nous n'étions que 3 tables dans une salle, et n'avons donc eu aucun bruit !
Je conseil fortement cet établissement immanquable de Lyon ",super restaurant avon pris père menu classique plat assiettes généreuses raffinées tout super bon service impeccable plus nétions table salle navons donc aucun bruit conseil fortement cet établissement immanquable lyon,2016,4
collongeois,collongeois,2016-04-17,A ne pas manquer !,5.0,business,696,Une très bonne table lyonnaise au chef aussi doué qu accessible et modeste. Un grand moment de cuisine avec de nombreux petits salin propices à l intimité. ,très bonne table lyonnaise chef aussi doué accessible modeste grand moment cuisine nombreux petits salin propices intimité,2016,4
Vivcha,Vivcha,2016-04-16,Décu !,3.0,none,25,"Service voiturier bien venu dans ces rues étroites et anciennes mais payant (8€). Ce n'est pas un peu mesquin ??? Formules Affaires à 70€ à prix raisonnable. Mises en bouche excellentes. Asperges bonnes mais moins que celles de la veille dégustées à la Villa Florentine pourtant ici on a 1 étoile de plus (justifiée ?). En plat, Omble chevalier légèrement trop cuit. Deux plats qui ne valent pas deux étoiles mais ce ne sont pas les spécialités de la maison, donc bénéfice du doute... Pré desserts intéressants (madeleine tiède et glace au fromage blanc). Mignardises excellentes, cafés facturés alors qu'ils sont inclus dans la formule Affaires mais remboursé après réclamation, surveillez votre note... ",service voiturier bien venu rue étroites anciennes payant nest peu mesquin formules affaire prix raisonnable mises bouche excellentes asperges bonnes moins celles veille dégustées villa florentine pourtant ici étoile plus justifiée plat omble chevalier légèrement trop cuit deux plat valent deux étoiles spécialités maison donc bénéfice doute pré dessert intéressants madeleine tiède glace fromage blanc mignardises excellentes cafés facturés alors quils inclus formule affaire remboursé après réclamation surveillez note,2016,4
johnerf01150,johnerf01150,2016-04-15,Parfait du début à la fin,5.0,friends,59,"Institution de la gastronomie lyonnaise, la mère Brazier est toujours fidèle à sa réputation (largement) méritée.

Des entrées aux desserts, tout est magnifiquement travaillé et présenté.
Originaux ou classiques les mets sont merveilleux.

Le service est irréprochable.

C'est ici que j'ai dégusté le meilleur Paris-Brest de toute ma vie. J'en ai encore des frissons rien qu'à y penser !",institution gastronomie lyonnaise mère brazier toujours fidèle réputation largement méritée entrées dessert tout magnifiquement travaillé présenté originaux classiques mets merveilleux service irréprochable cest ici jai dégusté meilleur parisbrest toute vie jen encore frisson rien quà penser,2016,4
Virginie T,Vtroccy,2016-04-14,Impeccable,5.0,couples,15,"Une cuisine gourmande et raffinée, un service agréable et dynamique, et un décor atypique et haut en histoire. Merci Mere brazier et merci au Chef Vianney pour ce moment.",cuisine gourmande raffinée service agréable dynamique décor atypique haut histoire merci mere brazier merci chef vianney moment,2016,4
chrystelle f,chrystellef530,2016-04-06,Merveilleusement bon,5.0,family,61,"Un repas succulent des plats raffinés fins et généreux mais attention l addition est ultra salée 
Je regrette un peu  le manque de chaleur du personnel et l absence du chef",repas succulent plat raffinés fin généreux attention addition ultra salée regrette peu manque chaleur personnel absence chef,2016,4
Pascal P,737pascalp,2016-04-06,La mère inspire....,5.0,business,66,"Un endroit mythique et des plats inspirés mais bien loin du bouchon d origine. On passe des crustacés tellement bien présentés ( vive l araignée mais seulement chez la mère Brasier ) aux viandes et pigeons magnifiques. Les mignardises apres un superbe plateau de fromage sont au top. Mais attention à l addition très élevée à la carte. On s en sort un peu mieux avec les menus, mais même en étant le plus raisonnable avec le vin pas moins de 150 euros  par personne quand même...et on peut aller beaucoup plus loin...",endroit mythique plat inspirés bien loin bouchon origine passe crustacés tellement bien présentés vive araignée seulement chez mère brasier viandes pigeon magnifiques mignardises apres superbe plateau fromage top attention addition très élevée carte sort peu mieux menu plus raisonnable vin moins euro personne quand mêmeet peut aller beaucoup plus loin,2016,4
MisteryGuestCH,MisteryGuestCH,2016-04-04,La perfection du pigeon,5.0,none,101,"De salles en salles, il y a de quoi se perdre !

Le service est digne d'un 2 étoiles, la cuisine en vaut largement une 3ème ! Le menu dégustation associé au vin est un plaisir sans ""faim"". Les associations proposées sont maîtrisées, les plats sont raffinés et le voyage se termine par plusieurs notes sucrées (peut-être un peu trop).

Un plat a ne pas manquer : le pigeon rôti ! Le dressage paraît simple : quelques morceaux choisis de pigeon, une cuisse, une part de filet, un doigt de gratin de pomme de terre, râpé de granny smith et une baignade de sauce. L'aventure commence alors : plongez le couteau dans la chaire tendre du filet, détendez vous sur cette tendresse issue d'un élevage et d'une cuisson parfaite et terminez par cette sapidité (proche de l'orgasme) par le verre de vin conseillé (un gamay St Joseph). Le paradis dans votre bouche. 

Merci Monsieur Viannay",salles salles quoi perdre service digne dun étoiles cuisine vaut largement ème menu dégustation associé vin plaisir sans faim association proposées maîtrisées plat raffinés voyage termine plusieurs note sucrées peutêtre peu trop plat manquer pigeon rôti dressage paraît simple quelques morceau choisis pigeon cuisse part filet doigt gratin pomme terre râpé granny smith baignade sauce laventure commence alors plongez couteau chaire tendre filet détendez cette tendresse issue dun élevage dune cuisson parfaite terminez cette sapidité proche lorgasme verre vin conseillé gamay joseph paradis bouche merci monsieur viannay,2016,4
Mcibert,Mcibert,2016-03-28,Merci monsieur Viannay !,5.0,friends,37,"Non, la mère Brazier n'est pas morte, Mathieu Viannay l'a ressuscitée !
Les plats historiques sont revisités et gardent leur authenticité. Le service est impeccable, décontracté mais gardant la bonne distance, et l'ambiance est très agréable, feutrée mais pas guindée. La carte des vins est magnifique.
En bref nous avons passé une excellente soirée et nous sommes impatients d'y retourner pour continuer à découvrir la carte.",non mère brazier nest morte mathieu viannay ressuscitée plat historiques revisités gardent authenticité service impeccable décontracté gardant bonne distance lambiance très agréable feutrée guindée carte vins magnifique bref avon passé excellente soirée somme impatients retourner continuer découvrir carte,2016,3
AlexandraM,alexandramka,2016-03-23,Raffinement et excellence,5.0,none,15,Une excellente adresse. Les plats y sont gouteux et l'ambiance très agréable. Je recommande ce restaurant à toute personne souhaitant passer un moment placé sous le raffinement et l'excellence.,excellente adresse plat gouteux lambiance très agréable recommande restaurant toute personne souhaitant passer moment placé sou raffinement lexcellence,2016,3
