user;user_profile;date_review;title;rating;type_visit;num_contributions;review;restaurant
ELISA L;W8615TZelisal;18 janvier 2020;Moment parfait !;5.0;family;2;Accueil très convivial dans un lieu décoré avec goût. Une cuisine moderne, étonnante et des quantités étudiées avec soin. Une vraie découverte ! Passage obligatoire lors d'une visite de Lyon !;Le Comptoir Des Cousins
traveler54;travelermarc54;12 janvier 2020;Top;5.0;couples;2;Nous avons diné un soir en semaine et nous avons passé un excelent moment  il y a vraiment du gout dans ces assiettes continuez comme ca a regaler vos convives ;Le Comptoir Des Cousins
Justine;justine4e;6 janvier 2020;Top!;5.0;couples;5;Vraiment top! Soirée en couple, des plats que l'on peut partager (ou pas), que des produits très frais, pas de féculents dans ce que nous avons pris donc parfait pour un soir, cocktail maison très bon! De la qualité et un assaisonnement parfait pour moins de 30 euros pour entrée et plat. A recommander+++;Le Comptoir Des Cousins
Jan L;N4823OYjanl;27 décembre 2019;Vraiment top;5.0;family;22;Un service aimable, des plats vraiment extraordinaire et un Gigondas formidable, tous les ingredients pour une soiree en famille inoubliable.;Le Comptoir Des Cousins
GREG M;GREGM949;26 décembre 2019;pourquoi pas;3.0;none;8954;"un resto sympa à faire, une bonne carte, originale et facile, accueil et service agréable, pro et courtois (même si on est clairement en oubli à l'étage), une belle salle, assez épurée. Un - pour la présentation des menus et tarifs (pas de note détaillée à la fin, là aussi c'est dommage), beaucoup trop de ""oui"" pour une note pas très claire. Repas bon, présentation travaillée et belle. Saveurs présentes sans être trop prononcées, produits bons, bien cuisinés, quantité parfaite pour apprécier un menu entier. Pour le tarif nous en avons eu pour un peu plus de 80€ pour 3, sachant que les menus étaient à 19.5€ (reviens à 26.5€/personne), nous avons procédé à des changements pour un (2) et avec les boissons. C'est cher, trop pour ce repas-ci.";Le Comptoir Des Cousins
Julie6311;Julie6311111;26 décembre 2019;Super !;5.0;family;7;"Super adresse.
Prix corrects pour la qualité et accueil parfait, même avec un enfant.
Mérite qu on s y arrêté, merci !!";Le Comptoir Des Cousins
Mdj378;Mdj378;12 décembre 2019;Tres bien .;4.0;couples;48;"Pour le dejeunner le menu est reduit.
Cetait tres bon et original.
On y retournera un soir avec envie pour tester la carte.
Acceuil et cadre sympa. ";Le Comptoir Des Cousins
hermes69;hermes69;11 décembre 2019;Un mot : excellent;5.0;none;72;"Voici un établissement qui mérite d'être découvert si vous appréciez les lieux non dénués de charmes, un service de qualité et, primordial pour un restaurant, une cuisine de qualité. Ce restaurant propose une carte très intéressante, des plats composés à partir de produits indéniablement frais, avec des compositions particulièrement intéressantes. Le chef cuisine avec la même maîtrise les produits de la mer et les viandes et apporte un soin tout particulier aux accompagnements qui sont proposés. Je ne rentre pas dans le détail des plats dégustés, je laisse aux gourmets le soin de découvrir par eux mêmes la carte de cet établissement qui se situe à mi-chemin entre le bistrot haut de gamme et le gastro. Quelques suggestions quand même ; les cheviches, la marinade de boeuf et le cabillaud sont excellents";Le Comptoir Des Cousins
zaza;casablanca-lyon;11 décembre 2019;Moi, Lyonnaise cherchais un restau comme celui ci,;5.0;none;4;"Vos conseils m'ont guidé dans le 6ème de Lyon
accueil super, le service au top, une originalité  au choix le menu ou le style kémia
des saveurs d'ailleurs .
L'ambiance très lyonnaise, on s'y sent bien et y reviendrons c'est certain.

Félicitations aux cousins !!!!!";Le Comptoir Des Cousins
fafy068;fafy068;10 décembre 2019;Foncer les yeux fermés.!!!!!!!;5.0;couples;21;"Je cherchais un resto sur TripAdvisor., je suis tomber sur ce restaurant., et curieux de voir que des avis positifs., je me suis laissé tenter. 
Et je confirme.., il est vraiment excellent.!!!! Je le recommande vivement.";Le Comptoir Des Cousins
Romain T;romaint625;10 décembre 2019;Une tuerie;5.0;family;6;"Une tuerie!! pleins de  sourire et de bienveillance et on se régale.

Speciale dedicaces pour le poulpe. 
Delicieux.

";Le Comptoir Des Cousins
Sawasdeee;Sawasdeee;9 décembre 2019;Super bon, endroit chaleureux, à recommander !;5.0;none;33;"Lieu cosy, en plein centre, très bon accueil.
Service rapide et prix raisonnables, et en plus ce sont des produits frais et très bien cuits ! Rien à redire. J'ai choisi la viande, du boeuf saignant super tendre, avec une petite sauce magnifique, et des petits légumes. En dessert, je n'ai même pas eu le temps de prendre la photo : le fondant au chocolat, léger et crémeux, a été englouti rapidement. C'était un déjeuner et nous avons tous été très satisfaits de notre repas";Le Comptoir Des Cousins
Gilles B;gillesb423;7 décembre 2019;Excellent repas;4.0;couples;4;Très bon acceuil, déjeuner plat dessert très bien rapport qualité prix,  plats soignés,  je recommande. Et en plus le cadre est chaleureux. ;Le Comptoir Des Cousins
Evelyne W;114evelynew;4 décembre 2019;Excellent moment;5.0;none;5;Très bon repas : des mariages de saveurs insolites et délicieux. Des tables qui permettent une certaine intimité. Un accueil très sympathique. Excellent rapport qualité prix;Le Comptoir Des Cousins
Alexandre;AlexandreBla;30 novembre 2019;Que dire d'autre : PARFAIT;5.0;none;222;"Une nouvelle fois je remercie tous les ""Tripadisers"" car ce sont eux qui m'ont conduit dans cet excellent resto. Accueil et service au top, vraiment! : le sourire, la gentillesse, l'efficacité. On aime aussi quand le chef sort de son antre et prends la température de la salle, c'est l'occasion de lui dire combien on profite de sa cuisine. Justement : jolie carte, originale, dont on perçoit déjà que les saveurs vont nous dépayser et que les produits sont travaillés de façon créative et amoureuse. J'ai bien aimé le tartare de thon ""à la japonaise"" (bon, le guacamole japonnais, je ne connaissais pas ;)  ), et j'ai adoré le plat : Poulpe à l’orientale (poulpe mariné frit au katakuriko, guacamole, pamplemousse) : fondant dedans, croustillant en surface! Bravo. Vous avez compris, les saveurs et les influences se marient... à merveille. Carte des vins sympa où on trouve son bonheur sans difficulté. Bravo à vous, les cousins, et merci encore.";Le Comptoir Des Cousins
Philippe G;PhG38090;30 novembre 2019;Original et excellent;5.0;none;13;Un concept de partage de plats revisités et raffinés. Convivial avec un accueil très sympathique. Je recommande et j'y retournerai.;Le Comptoir Des Cousins
Annick B;258annickb;29 novembre 2019;Une visite s’impose !;5.0;friends;34;Un accueil chaleureux, un concept de partage des plats sympas, des saveurs originales, tout était parfait pour une soirée entre amis !;Le Comptoir Des Cousins
898jack;898jack;28 novembre 2019;UNE TRES BONNE ADRESSE;5.0;none;67;"Restaurant à découvrir ...
Tout est super : le service, les plats originaux et plein de saveurs et un très bon rapport qualité / prix. 
Bravo et continuez !";Le Comptoir Des Cousins
Sylvie F;576sylvief;23 novembre 2019;"Concept ""à partager"" plutôt sympa...";4.0;none;39;Un choix de plats originaux sur des bases classiques, ce qui donne des plats délicieux. Le poulpe en particulier a mes faveurs... Les desserts aussi! Quant aux vins, rien à redire, si ce n'est que j'aurais aimé trouver davantage de vins bio et/ou naturels...;Le Comptoir Des Cousins
g6k64;g6k64;22 novembre 2019;Excellente cuisine;5.0;friends;79;Très bon restaurant qui propose des plats internationaux. J ai adoré le poulpe et leur cocktail était délicieux. Très bon concept de partager les plats car de toute façon on le sait tous...on veut toujours gouter ce qu a pris notre copain 😉;Le Comptoir Des Cousins
Petinemo;Petinemo;19 novembre 2019;Bonne soirée d'anniversaire;4.0;couples;3;Nous avons découvert ce restaurant hier soir et avons passé un délicieux moment. Le service était impeccable, les quantités correctes. La présentation superbe et c'était très bon ! On recommande cette adresse.;Le Comptoir Des Cousins
Maryannick G;MaryannickG1;19 novembre 2019;Très bon;5.0;friends;2;"Juste super ....cadre service .... bon rapport qualité prix 
Et même pas difficile de se garer 🤪
Les poulpes délicieux 😋";Le Comptoir Des Cousins
Francoise G;francoiseg253;11 novembre 2019;Divin;5.0;couples;20;Soirée très agréable. Accueil chaleureux et simple. Dans l’assiette,des mets raffinés et excellents. Le principe du partage des assiettes est inédit et une très bonne façon de goûter plusieurs plats. A ne pas manquer si vous passer à Lyon. Merci aux cousins.;Le Comptoir Des Cousins
Tomy1995;Tomy1995;10 novembre 2019;Bonne découverte;4.0;none;1081;"Accueil et service très attentionné, la préoccupation du service bien fait.
Assiettes très joliment présentées, plats goûteux, savoureux et originaux.
Belle découverte.";Le Comptoir Des Cousins
Inès K;ineska91;1 novembre 2019;Vraiment très bon;5.0;couples;5;Tout était très bon, plats frais et faits maison ! Restaurant très sympa, et très agréable ! Je vous conseille vivement ! ;Le Comptoir Des Cousins
francisdandan84;francisdandan84;29 octobre 2019;Très bon moment;5.0;couples;7;"Dîner très agréable à deux, bien assez copieux et une belle carte des vins pas trop large mais varié (Big UP domaine Grangeneuve vieilles vignes).

Accueil au top, pareil pour le service et cuisine bien fraîche et délicieuse !";Le Comptoir Des Cousins
CloVi69;clovi69;26 octobre 2019;Avis;5.0;none;1;Surprenant, belle découverte et chouette concept de partage de plat qui correspond bien à la cuisine des cousins. On recommande!;Le Comptoir Des Cousins
corinne m;corinnemarief;21 octobre 2019;Voyage culinaire exquis;5.0;none;37;"La carte de ce restaurant est un véritable voyage gastronomique....un cuisinier passionné,un personnel bienveillant, souriant et passionnant par leurs explications des mets fabuleux. Cuisine de très haut niveau qui fait partie des meilleures adresses du quartier.
Bravo à toute l’équipe et une mention particulière pour Julien et Gauthier....une adresse à conserver précieusement. Merci pour cette belle soirée !";Le Comptoir Des Cousins
CyCaMa;CyCaMa;21 octobre 2019;Incontournable;5.0;friends;28;"Ce Restaurant ne mérite pas un simple ""avis"" mais un véritable plébiscite !!!
À découvrir, faire et refaire de toute urgence...
Tout y est parfait (service, plats, ambiance) et original (saveurs).
Le tout à un prix défiant toute concurrence. 
Que dire de plus ?
Merci à ces deux cousins.
🤩👌👍
";Le Comptoir Des Cousins
Juristee;Juristee;11 octobre 2019;Exceptionnel;5.0;friends;114;C’était vraiment délicieux ! Aucune fausse note. Le tartare de thon, le poulpe et le humitas étaient à tomber ! Je reviendrai ! ;Le Comptoir Des Cousins
jane b;Q7338YOjaneb;11 octobre 2019;Bon mais cher;3.0;none;1;"Les plats sont très bien cuisinés et raffinés, et le concept de pouvoir partager les assiettes est vraiment sympa. 
Par contre les quantités sont vraiment juste par rapport au prix.
C'est assez cher.";Le Comptoir Des Cousins
pirireis81;pirireis81;10 octobre 2019;La quintessence du bon goût;5.0;none;537;Table réservée mais arrivée tardive à 13h30. Nous avons été très bien servi avec le menu du jour au tarif très attractif. Recettes aux alliances épices exotiques et présentations alléchantes. Service et accueil soigné avec une carte des vins bien fournie. Un plan à toutes les lettres mais surtout une note A+++. Continuez à nous ravir les cousins.;Le Comptoir Des Cousins
Patrick S;patricksC2232XG;10 octobre 2019;Excellent;4.0;couples;23;"Déjeuner 
excellent rapport qualité prix pour une cuisine de terroir goûteuse 

Accueil idem  , personnel disponible 
";Le Comptoir Des Cousins
dwbh;dwbh123683;10 octobre 2019;Très bonne table;5.0;none;187;"Délicieux menus, ambiance chaleureuse, bon accueil et service sympa. Mieux vaut réserver.
Nous y avons diné plusieurs fois lors de notre séjour à Lyon- Compter environ 30 euros par personnes.";Le Comptoir Des Cousins
Romain69;Romaing69001;8 octobre 2019;Toujours aussi bon !;5.0;none;2;Deuxième fois que nous allons manger chez les cousins avec ma femme et nous nous sommes une nouvelles fois régalés !! Un grand bravo à eux car que ce soit l'accueil, les plats (extraordinairement savoureux) ou encore la gentillesse et l'humour du patron, tout était réussi. La soirée fut vraiment agréable! Nous savons déjà à coup sûr que nous y retournerons à notre prochaine visite sur Lyon... Merci !;Le Comptoir Des Cousins
